geneID,name,altName,description,chr,start,stop,strand,dist2Telo,upstreamOrient,upstreamDist,downstreamOrient,downstreamDist,type,exons,tsLength,spliceAlt,pseudo,tmDom,signalP,loc,subtelo.HP1,ap2gMotifs_1k,ap2gMotifs_3k,family,cvge,heterochrom,hda2KD,hp1KD,combined,trophPep,egcPep,lgcPep,eGC.Troph.ratio,lGC.Troph.ratio,tsGenLoc
PF3D7_1019400,PF3D7_1019400 protein,PF3D7_1019400 protein,60S ribosomal protein L30e putative,Pf3D7_10_v3,786503,787008,(+),786503,opposite,6015,opposite,736,protein,2,327,0,0,0,0,0,FALSE,0,1,ribosome,0,0,0,0,0,4,3,3,0.577896189,0.577896189,Pf3D7_10_v3: 786503 - 787008 (+)
PF3D7_1019500,PF3D7_1019500.1 protein,PF3D7_1019500.1 protein,conserved Plasmodium membrane protein unknown function,Pf3D7_10_v3,787745,795220,(-),795220,opposite,1070,opposite,736,protein,25,3726,0,0,10,0,intergralMembrane,FALSE,1,1,other,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_10_v3: 787745 - 795220 (-)
PF3D7_1019600,PF3D7_1019600 protein,PF3D7_1019600 protein,conserved Plasmodium protein unknown function,Pf3D7_10_v3,796291,799923,(+),796291,opposite,1070,opposite,354,protein,1,3633,0,0,0,0,0,FALSE,0,0,other,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_10_v3: 796291 - 799923 (+)
PF3D7_1019700,PF3D7_1019700 protein,PF3D7_1019700 protein,conserved Plasmodium protein unknown function,Pf3D7_10_v3,800278,803502,(-),803502,same,825,opposite,354,protein,1,3225,0,0,0,0,0,FALSE,2,2,other,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_10_v3: 800278 - 803502 (-)
PF3D7_1019800,PF3D7_1019800 protein,PF3D7_1019800 protein,tRNA methyltransferase putative,Pf3D7_10_v3,804328,807582,(-),807582,same,1035,same,825,protein,1,3255,0,0,3,1,secretoryPathway,FALSE,0,0,other,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_10_v3: 804328 - 807582 (-)
PF3D7_1019900,ATG8,ATG8,autophagy-related protein 8 (ATG8),Pf3D7_10_v3,808618,808992,(-),808992,same,2113,same,1035,protein,1,375,0,0,0,0,0,FALSE,2,2,other,0,0,1,0,1,3,2,2,0.409166953,0.409166953,Pf3D7_10_v3: 808618 - 808992 (-)
PF3D7_1020000,PF3D7_1020000 protein,PF3D7_1020000 protein,large subunit rRNA processing RRM protein putative,Pf3D7_10_v3,811106,813484,(-),813484,same,867,same,2113,protein,10,969,0,0,0,0,0,FALSE,1,1,other,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_10_v3: 811106 - 813484 (-)
PF3D7_1020100,PF3D7_1020100 protein,PF3D7_1020100 protein,flagellar outer arm dynein-associated protein putative,Pf3D7_10_v3,814352,814957,(-),814957,same,1108,same,867,protein,3,306,0,0,0,0,0,FALSE,0,0,other,0,0,1,0,1,3,0,0,-7.241884738,-7.241884738,Pf3D7_10_v3: 814352 - 814957 (-)
PF3D7_1020200,PF3D7_1020200 protein,PF3D7_1020200 protein,conserved Plasmodium protein unknown function,Pf3D7_10_v3,816066,818972,(-),818972,opposite,857,same,1108,protein,3,2472,0,0,0,0,0,FALSE,1,1,other,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_10_v3: 816066 - 818972 (-)
PF3D7_1020300,PF3D7_1020300 protein,PF3D7_1020300 protein,cytoplasmic dynein intermediate chain putative,Pf3D7_10_v3,819830,822139,(+),819830,opposite,857,opposite,462,protein,1,2310,0,0,0,0,0,FALSE,0,0,other,0,0,0,0,0,8,0,0,-8.653923493,-8.653923493,Pf3D7_10_v3: 819830 - 822139 (+)
PF3D7_1020400,PF3D7_1020400 protein,PF3D7_1020400 protein,S-adenosyl-L-methionine-dependent methyltransferase putative,Pf3D7_10_v3,822602,824593,(-),824593,opposite,857,opposite,462,protein,2,1806,0,0,0,0,0,FALSE,0,0,other,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_10_v3: 822602 - 824593 (-)
PF3D7_1020500,PF3D7_1020500 protein,PF3D7_1020500 protein,conserved Plasmodium protein unknown function,Pf3D7_10_v3,825451,826971,(+),825451,opposite,857,same,516,protein,1,1521,0,0,0,0,0,FALSE,0,0,other,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_10_v3: 825451 - 826971 (+)
PF3D7_1020600,PF3D7_1020600 protein,PF3D7_1020600 protein,conserved Plasmodium membrane protein unknown function,Pf3D7_10_v3,827488,834231,(+),827488,same,516,same,1060,protein,3,6405,0,0,4,0,intergralMembrane,FALSE,0,0,other,0,0,0,0,0,3,0,0,-7.241884738,-7.241884738,Pf3D7_10_v3: 827488 - 834231 (+)
PF3D7_1020700,PF3D7_1020700 protein,PF3D7_1020700 protein,histone acetyltransferase putative,Pf3D7_10_v3,835292,839700,(+),835292,same,1060,same,511,protein,3,3810,0,0,0,0,0,FALSE,0,0,other,0,0,0,0,0,2,0,0,-6.659316752,-6.659316752,Pf3D7_10_v3: 835292 - 839700 (+)
PF3D7_1020800,DLAT,DLAT,dihydrolipoamide acyltransferase component E2 (DLAT),Pf3D7_10_v3,840212,843403,(+),840212,same,511,opposite,1682,protein,11,1923,0,0,0,1,secretoryPathway,FALSE,0,0,other,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_10_v3: 840212 - 843403 (+)
PF3D7_1020900,ARF1,ARF1,ADP-ribosylation factor (ARF1),Pf3D7_10_v3,845086,846192,(-),841464,same,2666,opposite,1682,protein,5,546,0,0,0,0,0,FALSE,0,0,other,0,0,0,0,0,15,13,13,0.785431924,0.785431924,Pf3D7_10_v3: 845086 - 846192 (-)
PF3D7_1021000,PF3D7_1021000 protein,PF3D7_1021000 protein,conserved Plasmodium protein unknown function,Pf3D7_10_v3,848859,850404,(-),837252,same,595,same,2666,protein,4,1062,0,0,0,1,secretoryPathway,FALSE,0,0,other,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_10_v3: 848859 - 850404 (-)
PF3D7_1021100,PF3D7_1021100 protein,PF3D7_1021100 protein,conserved Plasmodium protein unknown function,Pf3D7_10_v3,851000,856285,(-),831371,same,1387,same,595,protein,1,5286,0,0,2,0,secretoryPathway,FALSE,0,0,other,0,0,0,0,0,18,2,2,-2.171795836,-2.171795836,Pf3D7_10_v3: 851000 - 856285 (-)
PF3D7_1021200,PF3D7_1021200 protein,PF3D7_1021200 protein,conserved Plasmodium protein unknown function,Pf3D7_10_v3,857673,859742,(-),827914,same,1217,same,1387,protein,1,2070,0,0,0,0,0,FALSE,0,0,other,0,0,0,0,0,7,0,0,-8.461535695,-8.461535695,Pf3D7_10_v3: 857673 - 859742 (-)
PF3D7_1021300,PF3D7_1021300 protein,PF3D7_1021300 protein,conserved Plasmodium membrane protein unknown function,Pf3D7_10_v3,860960,862449,(-),825207,opposite,1457,same,1217,protein,2,1365,0,0,7,1,intergralMembrane,FALSE,0,0,other,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_10_v3: 860960 - 862449 (-)
PF3D7_1021400,PF3D7_1021400 protein,PF3D7_1021400 protein,endomembrane protein 70 putative,Pf3D7_10_v3,863907,866742,(+),823749,opposite,1457,opposite,892,protein,7,1860,0,0,9,1,intergralMembrane,FALSE,0,0,other,0,0,0,0,0,3,3,3,0.991734939,0.991734939,Pf3D7_10_v3: 863907 - 866742 (+)
PF3D7_1021500,PF3D7_1021500 protein,PF3D7_1021500 protein,RNA helicase putative,Pf3D7_10_v3,867635,869677,(-),817979,opposite,1417,opposite,892,protein,1,2043,0,0,0,0,0,FALSE,0,0,other,0,0,0,0,0,3,0,0,-7.241884738,-7.241884738,Pf3D7_10_v3: 867635 - 869677 (-)
PF3D7_1021600,PF3D7_1021600 protein,PF3D7_1021600 protein,deoxyribose-phosphate aldolase putative,Pf3D7_10_v3,871095,871886,(+),816561,opposite,1417,opposite,1321,protein,1,792,0,0,0,0,0,FALSE,1,1,other,0,0,0,0,0,25,15,15,0.255153858,0.255153858,Pf3D7_10_v3: 871095 - 871886 (+)
PF3D7_1021700,PF3D7_1021700 protein,PF3D7_1021700 protein,conserved Plasmodium membrane protein unknown function,Pf3D7_10_v3,873208,894869,(-),792787,same,1995,opposite,1321,protein,5,20805,0,0,5,0,intergralMembrane,FALSE,0,0,other,0,0,0,0,0,1,0,0,-5.666476544,-5.666476544,Pf3D7_10_v3: 873208 - 894869 (-)
PF3D7_1021800,SEA1,SEA1,schizont egress antigen-1 (SEA1),Pf3D7_10_v3,896865,903608,(-),784048,same,1864,same,1995,protein,4,6225,0,0,0,0,exported,FALSE,0,0,other,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_10_v3: 896865 - 903608 (-)
PF3D7_1021900,PF3D7_1021900 protein,PF3D7_1021900 protein,conserved Plasmodium protein (10b antigen) unknown function,Pf3D7_10_v3,905473,912345,(-),775311,opposite,7426,same,1864,protein,1,6873,0,0,0,0,0,FALSE,0,5,other,0,0,0,0,0,31,26,26,0.738067812,0.738067812,Pf3D7_10_v3: 905473 - 912345 (-)
PF3D7_1022000,PF3D7_1022000 protein,PF3D7_1022000 protein,RNA-binding protein putative,Pf3D7_10_v3,919772,924213,(+),767884,opposite,7426,opposite,1066,protein,2,4281,0,0,0,0,0,FALSE,1,1,other,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_10_v3: 919772 - 924213 (+)
PF3D7_1022100,PF3D7_1022100 protein,PF3D7_1022100 protein,conserved Plasmodium protein unknown function,Pf3D7_10_v3,925280,926230,(-),761426,same,600,opposite,1066,protein,2,780,0,0,0,0,0,FALSE,0,0,other,0,0,0,0,0,2,0,0,-6.659316752,-6.659316752,Pf3D7_10_v3: 925280 - 926230 (-)
PF3D7_1022200,PF3D7_1022200 protein,PF3D7_1022200 protein,conserved Plasmodium membrane protein unknown function,Pf3D7_10_v3,926831,929020,(-),758636,opposite,3676,same,600,protein,3,1890,0,0,12,0,intergralMembrane,FALSE,0,1,other,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_10_v3: 926831 - 929020 (-)
PF3D7_1022300,ZIPCO,ZIPCO,ZIP domain-containing protein putative (ZIPCO),Pf3D7_10_v3,932697,934381,(+),754959,opposite,3676,opposite,5556,protein,6,978,0,0,7,1,intergralMembrane,FALSE,1,2,other,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_10_v3: 932697 - 934381 (+)
PF3D7_1022400,SRSF4,SRSF4,serine/arginine-rich splicing factor 4 (SRSF4),Pf3D7_10_v3,939938,942234,(-),745422,same,2163,opposite,5556,protein,4,1617,0,0,0,0,nucleus,FALSE,0,2,other,0,0,0,0,0,5,0,0,-7.976931854,-7.976931854,Pf3D7_10_v3: 939938 - 942234 (-)
PF3D7_1022500,CS,CS PF3D7_1022500,citrate synthase mitochondrial precursor putative (CS),Pf3D7_10_v3,944398,946089,(-),741567,opposite,2387,same,2163,protein,1,1692,0,0,0,0,mitochondrion,FALSE,1,1,other,0,0,0,0,0,13,0,0,-9.353670308,-9.353670308,Pf3D7_10_v3: 944398 - 946089 (-)
PF3D7_1022600,PF3D7_1022600 protein,PF3D7_1022600 protein,kelch protein putative,Pf3D7_10_v3,948477,951152,(+),739179,opposite,2387,opposite,599,protein,1,2676,0,0,0,0,0,FALSE,0,0,other,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_10_v3: 948477 - 951152 (+)
PF3D7_1022700,PF3D7_1022700 protein,PF3D7_1022700 protein,phospholipid scramblase putative,Pf3D7_10_v3,951752,952579,(-),735077,opposite,3303,opposite,599,protein,1,828,0,0,0,0,0,FALSE,1,2,other,0,0,0,0,0,12,1,1,-2.580074014,-2.580074014,Pf3D7_10_v3: 951752 - 952579 (-)
PF3D7_1022800,GcpE,GcpE,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (GcpE),Pf3D7_10_v3,955883,958357,(+),731773,opposite,3303,opposite,581,protein,1,2475,0,0,0,1,apicoplast,FALSE,0,0,other,0,0,0,0,0,1,0,0,-5.666476544,-5.666476544,Pf3D7_10_v3: 955883 - 958357 (+)
PF3D7_1022900,PF3D7_1022900 protein,PF3D7_1022900 protein,CDGSH iron-sulfur domain-containing protein putative,Pf3D7_10_v3,958939,959896,(-),727760,same,1169,opposite,581,protein,4,357,0,0,1,0,secretoryPathway,FALSE,0,0,other,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_10_v3: 958939 - 959896 (-)
PF3D7_1023000,PF3D7_1023000 protein,PF3D7_1023000 protein,conserved Plasmodium membrane protein unknown function,Pf3D7_10_v3,961066,962307,(-),725349,same,1189,same,1169,protein,1,1242,0,0,5,0,intergralMembrane,FALSE,0,0,other,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_10_v3: 961066 - 962307 (-)
PF3D7_1023100,PF3D7_1023100 protein,PF3D7_1023100 protein,dynein heavy chain putative,Pf3D7_10_v3,963497,980560,(-),707096,opposite,1670,same,1189,protein,1,17064,0,0,0,0,0,FALSE,0,0,other,0,0,0,0,0,126,0,0,-12.62951567,-12.62951567,Pf3D7_10_v3: 963497 - 980560 (-)
PF3D7_1023200,OMPDC,OMPDC,orotidine 5'-phosphate decarboxylase (OMPDC),Pf3D7_10_v3,982231,983202,(+),705425,opposite,1670,opposite,1025,protein,1,972,0,0,0,0,0,FALSE,0,0,other,0,0,0,0,0,10,9,9,0.839891976,0.839891976,Pf3D7_10_v3: 982231 - 983202 (+)
PF3D7_1023300,PF3D7_1023300 protein,PF3D7_1023300 protein,conserved Plasmodium protein unknown function,Pf3D7_10_v3,984228,985330,(-),702326,opposite,19,opposite,1025,protein,4,240,0,0,1,1,secretoryPathway,FALSE,0,0,other,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_10_v3: 984228 - 985330 (-)
PF3D7_1023400,PF3D7_1023400 protein,PF3D7_1023400 protein,HORMA domain protein putative,Pf3D7_10_v3,985350,986988,(+),702306,opposite,19,opposite,28,protein,7,588,0,0,0,0,0,FALSE,0,0,other,0,0,0,0,0,4,0,0,-7.655723488,-7.655723488,Pf3D7_10_v3: 985350 - 986988 (+)
PF3D7_1023500,PF3D7_1023500 protein,PF3D7_1023500 protein,conserved Plasmodium protein unknown function,Pf3D7_10_v3,987017,987310,(-),700346,same,47,opposite,28,protein,1,294,0,0,2,0,secretoryPathway,FALSE,0,0,other,0,0,0,0,0,4,0,0,-7.655723488,-7.655723488,Pf3D7_10_v3: 987017 - 987310 (-)
PF3D7_1023600,PF3D7_1023600 protein,PF3D7_1023600 protein,conserved Plasmodium protein unknown function,Pf3D7_10_v3,987358,990148,(-),697508,opposite,998,same,47,protein,8,1539,0,0,0,0,0,FALSE,1,1,other,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_10_v3: 987358 - 990148 (-)
PF3D7_1023700,PF3D7_1023700 protein,PF3D7_1023700 protein,conserved Plasmodium protein unknown function,Pf3D7_10_v3,991147,993420,(+),696509,opposite,998,same,901,protein,1,2274,0,0,1,0,secretoryPathway,FALSE,0,0,other,0,0,0,0,0,16,0,0,-9.653022654,-9.653022654,Pf3D7_10_v3: 991147 - 993420 (+)
PF3D7_1023800,PF3D7_1023800 protein,PF3D7_1023800 protein,conserved Plasmodium protein unknown function,Pf3D7_10_v3,994322,996788,(+),693334,same,901,opposite,686,protein,2,2274,0,0,0,0,0,FALSE,2,2,other,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_10_v3: 994322 - 996788 (+)
PF3D7_1023900,CHD1,CHD1,chromodomain-helicase-DNA-binding protein 1 homolog putative (CHD1),Pf3D7_10_v3,997475,1007461,(-),680195,opposite,7434,opposite,686,protein,1,9987,0,0,0,0,nucleus,FALSE,1,1,other,0,0,0,0,0,4,5,5,1.312943306,1.312943306,Pf3D7_10_v3: 997475 - 1007461 (-)
PF3D7_1024000,PF3D7_1024000 protein,PF3D7_1024000 protein,conserved Plasmodium protein unknown function,Pf3D7_10_v3,1014896,1016596,(+),672760,opposite,7434,opposite,604,protein,1,1701,0,0,0,1,secretoryPathway,FALSE,0,3,other,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_10_v3: 1014896 - 1016596 (+)
PF3D7_1024100,PF3D7_1024100 protein,PF3D7_1024100 protein,conserved Plasmodium protein unknown function,Pf3D7_10_v3,1017201,1020515,(-),667141,same,776,opposite,604,protein,1,3315,0,0,0,0,0,FALSE,2,2,other,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_10_v3: 1017201 - 1020515 (-)
PF3D7_1024200,PF3D7_1024200 protein,PF3D7_1024200 protein,RNA-binding protein putative,Pf3D7_10_v3,1021292,1021774,(-),665882,opposite,730,same,776,protein,1,483,0,0,0,0,0,FALSE,1,1,other,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_10_v3: 1021292 - 1021774 (-)
PF3D7_1024300,PF3D7_1024300 protein,PF3D7_1024300 protein,conserved Plasmodium protein unknown function,Pf3D7_10_v3,1022505,1022897,(+),665151,opposite,730,opposite,307,protein,1,393,0,0,0,0,0,FALSE,0,0,other,0,0,0,0,0,6,1,1,-1.581274759,-1.581274759,Pf3D7_10_v3: 1022505 - 1022897 (+)
PF3D7_1024400,PF3D7_1024400 protein,PF3D7_1024400 protein,conserved Plasmodium protein unknown function,Pf3D7_10_v3,1023205,1024869,(-),662787,opposite,1250,opposite,307,protein,2,1509,0,0,0,0,0,FALSE,2,2,other,0,0,0,0,0,5,0,0,-7.976931854,-7.976931854,Pf3D7_10_v3: 1023205 - 1024869 (-)
PF3D7_1024500,PF3D7_1024500 protein,PF3D7_1024500 protein,conserved Plasmodium protein unknown function,Pf3D7_10_v3,1026120,1026914,(+),661536,opposite,1250,opposite,213,protein,1,795,0,0,1,0,secretoryPathway,FALSE,0,0,other,0,0,0,0,0,2,2,2,0.991734939,0.991734939,Pf3D7_10_v3: 1026120 - 1026914 (+)
PF3D7_1024600,PF3D7_1024600 protein,PF3D7_1024600 protein,RAP protein putative,Pf3D7_10_v3,1027128,1029367,(-),658289,opposite,676,opposite,213,protein,6,1302,0,0,0,0,0,FALSE,0,0,other,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_10_v3: 1027128 - 1029367 (-)
PF3D7_1024700,PF3D7_1024700 protein,PF3D7_1024700 protein,conserved Plasmodium protein unknown function,Pf3D7_10_v3,1030044,1031534,(+),657612,opposite,676,same,3150,protein,1,1491,0,0,0,0,0,FALSE,0,0,other,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_10_v3: 1030044 - 1031534 (+)
PF3D7_1024800,PF3D7_1024800 protein,PF3D7_1024800 protein,conserved Plasmodium protein unknown function,Pf3D7_10_v3,1034685,1039079,(+),652971,same,3150,opposite,1209,protein,1,4395,0,0,2,1,secretoryPathway,FALSE,0,0,other,0,0,0,0,0,33,33,33,0.991734939,0.991734939,Pf3D7_10_v3: 1034685 - 1039079 (+)
PF3D7_1024900,PF3D7_1024900 protein,PF3D7_1024900 protein,conserved Plasmodium protein unknown function,Pf3D7_10_v3,1040289,1045004,(-),642652,same,603,opposite,1209,protein,1,4716,0,0,0,0,0,FALSE,0,0,other,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_10_v3: 1040289 - 1045004 (-)
PF3D7_1025000,PF3D7_1025000 protein,PF3D7_1025000 protein,formin 2 putative,Pf3D7_10_v3,1045608,1049760,(-),637896,opposite,3083,same,603,protein,7,2943,0,0,0,0,0,FALSE,0,0,other,0,0,0,0,0,5,3,3,0.256687822,0.256687822,Pf3D7_10_v3: 1045608 - 1049760 (-)
PF3D7_1025100,GFPT,GFPT,glutamine--fructose-6-phosphate aminotransferase [isomerizing] putative (GFPT),Pf3D7_10_v3,1052844,1055333,(+),634812,opposite,3083,opposite,410,protein,1,2490,0,0,0,0,0,FALSE,0,0,other,0,0,0,0,0,8,2,2,-1.002871802,-1.002871802,Pf3D7_10_v3: 1052844 - 1055333 (+)
PF3D7_1025200,PF3D7_1025200 protein,PF3D7_1025200 protein,conserved Plasmodium protein unknown function,Pf3D7_10_v3,1055744,1057030,(-),630626,same,859,opposite,410,protein,1,1287,0,0,0,0,0,FALSE,1,1,other,0,0,0,0,0,6,11,11,1.865112512,1.865112512,Pf3D7_10_v3: 1055744 - 1057030 (-)
PF3D7_1025300,PF3D7_1025300 protein,PF3D7_1025300 protein,conserved Plasmodium protein unknown function,Pf3D7_10_v3,1057890,1060658,(-),626998,same,740,same,859,protein,1,2769,0,0,0,1,secretoryPathway,FALSE,0,0,other,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_10_v3: 1057890 - 1060658 (-)
PF3D7_1025400,PF3D7_1025400 protein,PF3D7_1025400 protein,conserved Plasmodium membrane protein unknown function,Pf3D7_10_v3,1061399,1067085,(-),620571,same,566,same,740,protein,13,4077,0,0,11,0,intergralMembrane,FALSE,1,1,other,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_10_v3: 1061399 - 1067085 (-)
PF3D7_1025500,PF3D7_1025500 protein,PF3D7_1025500 protein,conserved Plasmodium protein unknown function,Pf3D7_10_v3,1067652,1086992,(-),600664,opposite,1221,same,566,protein,11,17304,0,0,2,0,secretoryPathway,FALSE,1,1,other,0,0,0,0,0,5,0,0,-7.976931854,-7.976931854,Pf3D7_10_v3: 1067652 - 1086992 (-)
PF3D7_1025600,COX17,COX17,cytochrome c oxidase copper chaperone putative (COX17),Pf3D7_10_v3,1088214,1088417,(+),599442,opposite,1221,same,513,protein,1,204,0,0,0,0,mitochondrion,FALSE,2,2,other,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_10_v3: 1088214 - 1088417 (+)
PF3D7_1025700,PF3D7_1025700 protein,PF3D7_1025700 protein,conserved Plasmodium protein unknown function,Pf3D7_10_v3,1088931,1089494,(+),598725,same,513,opposite,502,protein,1,564,0,0,0,0,0,FALSE,1,1,other,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_10_v3: 1088931 - 1089494 (+)
PF3D7_1025800,PF3D7_1025800 protein,PF3D7_1025800 protein,conserved Plasmodium protein unknown function,Pf3D7_10_v3,1089997,1090538,(-),597118,same,897,opposite,502,protein,3,204,0,0,1,0,secretoryPathway,FALSE,0,0,other,0,0,0,0,0,3,0,0,-7.241884738,-7.241884738,Pf3D7_10_v3: 1089997 - 1090538 (-)
PF3D7_1025900,PF3D7_1025900 protein,PF3D7_1025900 protein,conserved Plasmodium protein unknown function,Pf3D7_10_v3,1091436,1097277,(-),590379,same,1177,same,897,protein,15,3996,0,0,0,0,0,FALSE,2,2,other,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_10_v3: 1091436 - 1097277 (-)
PF3D7_1026000,PF3D7_1026000 protein,PF3D7_1026000 protein,conserved Plasmodium protein unknown function,Pf3D7_10_v3,1098455,1099882,(-),587774,opposite,1935,same,1177,protein,3,1092,0,0,0,0,0,FALSE,1,1,other,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_10_v3: 1098455 - 1099882 (-)
PF3D7_1026100,PF3D7_1026100 protein,PF3D7_1026100 protein,conserved Plasmodium protein unknown function,Pf3D7_10_v3,1101818,1103158,(+),585838,opposite,1935,opposite,305,protein,5,585,0,0,0,0,0,FALSE,2,2,other,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_10_v3: 1101818 - 1103158 (+)
PF3D7_1026200,PF3D7_1026200 protein,PF3D7_1026200 protein,conserved Plasmodium protein unknown function,Pf3D7_10_v3,1103464,1105230,(-),582426,opposite,855,opposite,305,protein,1,1767,0,0,0,0,0,FALSE,0,0,other,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_10_v3: 1103464 - 1105230 (-)
PF3D7_1026300,PF3D7_1026300 protein,PF3D7_1026300 protein,conserved Plasmodium protein unknown function,Pf3D7_10_v3,1106086,1109451,(+),581570,opposite,855,opposite,342,protein,1,3366,0,0,0,0,0,FALSE,0,0,other,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_10_v3: 1106086 - 1109451 (+)
PF3D7_1026400,CDC20,CDC20,cell division cycle protein 20 homolog putative (CDC20),Pf3D7_10_v3,1109794,1111605,(-),576051,same,817,opposite,342,protein,1,1812,0,0,0,0,0,FALSE,0,0,other,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_10_v3: 1109794 - 1111605 (-)
PF3D7_1026500,PF3D7_1026500 protein,PF3D7_1026500 protein,conserved Plasmodium protein unknown function,Pf3D7_10_v3,1112423,1112635,(-),575021,same,859,same,817,protein,1,213,0,0,0,0,0,FALSE,0,0,other,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_10_v3: 1112423 - 1112635 (-)
PF3D7_1026600,PF3D7_1026600 protein,PF3D7_1026600 protein,conserved Plasmodium protein unknown function,Pf3D7_10_v3,1113495,1118573,(-),569083,opposite,4388,same,859,protein,1,5079,0,0,0,0,0,FALSE,0,0,other,0,0,1,0,1,0,0,0,0.991734939,0.991734939,Pf3D7_10_v3: 1113495 - 1118573 (-)
PF3D7_1026800,RPS2,RPS2 PF3D7_1026800,40S ribosomal protein S2 (RPS2),Pf3D7_10_v3,1122962,1124037,(+),564694,opposite,4388,same,1245,protein,2,792,0,0,0,0,0,FALSE,0,1,ribosome,0,0,0,0,0,14,11,11,0.644092452,0.644092452,Pf3D7_10_v3: 1122962 - 1124037 (+)
PF3D7_1026900,PF3D7_1026900 protein,PF3D7_1026900 protein,biotin--acetyl-CoA-carboxylase putative,Pf3D7_10_v3,1125283,1126167,(+),562373,same,1245,opposite,355,protein,1,885,0,0,0,0,0,FALSE,1,1,other,0,0,1,0,1,6,0,0,-8.239486242,-8.239486242,Pf3D7_10_v3: 1125283 - 1126167 (+)
PF3D7_1027000,PF3D7_1027000 protein,PF3D7_1027000 protein,conserved Plasmodium protein unknown function,Pf3D7_10_v3,1126523,1131958,(-),555698,same,1879,opposite,355,protein,1,5436,0,0,0,0,0,FALSE,0,0,other,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_10_v3: 1126523 - 1131958 (-)
PF3D7_1027100,MPP10,MPP10,U3 small nucleolar ribonucleoprotein protein MPP10 putative (MPP10),Pf3D7_10_v3,1133838,1136156,(-),551500,opposite,1845,same,1879,protein,1,2319,0,0,0,0,nucleus,FALSE,0,0,other,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_10_v3: 1133838 - 1136156 (-)
PF3D7_1027200,PF3D7_1027200 protein,PF3D7_1027200 protein,mitochondrial ribosomal protein S22 precursor putative,Pf3D7_10_v3,1138002,1139564,(+),549654,opposite,1845,opposite,1024,protein,1,1563,0,0,0,0,mitochondrion,FALSE,0,0,mitoRibosome,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_10_v3: 1138002 - 1139564 (+)
PF3D7_1027300,nPrx,nPrx,peroxiredoxin (nPrx),Pf3D7_10_v3,1140589,1142602,(-),545054,same,3220,opposite,1024,protein,3,1182,0,0,0,0,0,FALSE,1,2,other,0,0,0,0,0,8,7,7,0.799347141,0.799347141,Pf3D7_10_v3: 1140589 - 1142602 (-)
PF3D7_1027400,PF3D7_1027400 protein,PF3D7_1027400 protein,DNA-directed RNA polymerase II putative,Pf3D7_10_v3,1145823,1146795,(-),540861,opposite,1070,same,3220,protein,2,534,0,0,0,0,nucleus,FALSE,0,0,other,0,0,0,0,0,3,1,1,-0.583673255,-0.583673255,Pf3D7_10_v3: 1145823 - 1146795 (-)
